id,  First Name  , Last Name,email,age,salary,hire_date,is_active,department,score,notes,country,phone
1980,Oscar,Wright,oscar.wright@example.com,22,34906.24,2015-10-16,1,Engineering,9.7,Good performer,  ,N/A
2106,Laura,Martinez,laura.martinez@example.com,62,100123.29,2018-06-19,No,Finance,4.3,n/a,Italy,  
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1468,  Uma  ,Clark,uma.clark@example.com,28,112802.01,not-a-date,No,Legal,5.6,  Needs improvement  ,Germany,N/A
773,Paolo,Martin,paolo.martin@example.com,27,82483.48,2018-11-27,no,Finance,4.3,  ,  ,
202,Yara,Walker,yara.walker@example.com,60,86776.04,2022-05-15,FALSE,IT,2.0,,Italy,N/A
206,Wendy,Anderson,wendy.anderson@example.com,65,71435.23,2022-07-17,yes,Sales,5.5,On probation,USA,  
2371,Uma,Harris,uma.harris@example.com,38,140351.31,n/a,No,IT,2.7,Senior engineer,Italy,N/A
832,Xavier,Smith,xavier.smith@example.com,38,105069.41,2017-11-25,yes,IT,5.5,,France,+39 348-4148815
942,Nina,Martin,nina.martin@example.com,64,76792.09,2018-01-05,false,Marketing,,Remote worker,Spain,+39 338-2451929
224,Uma,Harris,uma.harris@example.com,45,100521.46,31/12/2022,false,Finance,4.4,,,  
2079,Victor,Martin,victor.martin@example.com,53,101344.89,2024-01-06,TRUE,Finance,5.5,  Needs improvement  ,France,  
2750,Sara,Jackson,sara.jackson@example.com,28,67395.41,n/a,false,Finance,6.2,On probation,Spain,  
834,  Bob  ,Harris,bob.harris@example.com,40,143454.34,2022-01-31,Yes,Sales,4.2,On probation,Germany,  
1813,Uma, Smith ,uma.smith@example.com,53,87538.33,2015-01-26,0,Finance,6.1,,,  
2775,Victor,Taylor,victor.taylor@example.com,52,105509.68,2023-01-08,yes,Legal,9.2,Remote worker,Germany,
1481,Grace,Brown,grace.brown@example.com,56,41127.56,2018-11-11,Yes,Engineering,8.7,  ,UK,  
870,Grace,Davis,grace.davis@example.com,44,129176.21,2021-11-09,TRUE,Sales,6.7,Senior engineer,Germany,
188,  Quinn  , Brown ,quinn.brown@example.com,65,75800.31,2018-05-07,Yes,Engineering,8.8,Senior engineer,UK,  
2894,Carol, Martinez ,carol.martinez@example.com,50,77997.72,2022-08-25,1,Legal,1.1,,USA,
1457,Pam, Jackson ,pam.jackson@example.com,54,41726.53,2019-08-02,Yes,Engineering,2.4,n/a,Germany,
1335,Alice,Garcia,alice.garcia@example.com,23,73421.49,2018-03-11,No,HR,4.8,  Needs improvement  ,Spain,+39 363-2917457
2792,Xavier, Wright ,xavier.wright@example.com,26,39402.19,2015-07-21,yes,IT,2.9,Senior engineer,France,N/A
369,  Laura  ,Miller,laura.miller@example.com,47,135166.8,,1,HR,1.2,Good performer,France,
1530,Zoe,Brown,zoe.brown@example.com,38,124558.35,2021-10-11,no,Legal,1.1,  Needs improvement  ,Italy,+39 333-8620212
90019,Short,Row
485,Bob,Allen,bob.allen@example.com,43,81559.81,2021-09-11,true,Legal,5.3,  ,  ,
1141,  Rita  ,Hall,rita.hall@example.com,36,44693.86,2024-04-29,TRUE,Finance,1.8,,Italy,  
334,Tina,Miller,tina.miller@example.com,,64229.59,2016-12-19,yes,Sales,3.1,Good performer,Spain,  
2758,Judy,Jackson,judy.jackson@example.com,57,97827.87,2016-09-29,FALSE,Marketing,6.8,  ,  ,N/A
2827,Yara, Harris ,yara.harris@example.com,65,58588.64,2019-03-14,No,Sales,5.5,Remote worker,UK,
2378,Oscar,Lewis,oscar.lewis@example.com,23,,2024-01-13,no,Legal,6.7,On probation,Germany,+39 398-9207479
1253,Heidi,Wilson,heidi.wilson@example.com,23,127428.93,2019-10-06,FALSE,Engineering,6.2,,,+39 390-4140100
1542,Ivan,Robinson,ivan.robinson@example.com,53,116118.83,2016-09-15,no,Operations,8.6,Remote worker,Spain,
2740,Carol,Walker,carol.walker@example.com,64,101269.82,2017-10-31,false,IT,1.8,Good performer,,
302,Rita,Lewis,rita.lewis@example.com,45,34015.43,2015-06-05,1,IT,7.3,  Needs improvement  ,  ,
1454,Wendy,Moore,wendy.moore@example.com,41,133815.47,2018-11-17,no,Operations,6.3,  Top talent  ,USA,+39 306-1800922
696,Karl,Moore,karl.moore@example.com,45,46965.77,2024-03-02,No,HR,8.1,Good performer,Spain,+39 307-9060167
2257,Karl,Wilson,karl.wilson@example.com,53,130162.2,2019-04-19,1,HR,2.5,n/a,  ,  
90039,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
90036,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
1507,Pam,Moore,pam.moore@example.com,42,68171.87,2022-05-21,true,Finance,2.6,,USA,
575,Mike, Garcia ,mike.garcia@example.com,37,45824.73,2015-03-04,TRUE,Finance,1.8,,Germany,+39 343-7620309
2134,Zoe,Robinson,zoe.robinson@example.com,41,149280.08,2024-12-11,TRUE,Legal,5.0,  Needs improvement  ,France,  
4,Laura,Wilson,laura.wilson@example.com,64,62037.34,2022-08-31,false,Sales,5.8,,UK,N/A
2101,Victor, Moore ,victor.moore@example.com,,77248.98,2021-04-22,no,Legal,3.6,Senior engineer,UK,N/A
2844,  Bob  ,Thomas,bob.thomas@example.com,40,130826.07,2023-01-07,Yes,Operations,2.5,,  ,  
176,Victor,Walker,victor.walker@example.com,31,44433.82,2023-06-29,No,Sales,9.5,Senior engineer,France,+39 324-3117049
1002,  Carol  ,Lewis,carol.lewis@example.com,46,101091.01,31/12/2022,1,Operations,5.1,  Top talent  ,Spain,  
1982,  Uma  ,Taylor,uma.taylor@example.com,63,--,2016-12-18,FALSE,Marketing,1.9,,Italy,N/A
2034,Ivan, Miller ,ivan.miller@example.com,62,146596.18,2016-04-11,Yes,Finance,3.0,,UK,+39 364-8286948
913,Quinn, Davis ,quinn.davis@example.com,51,117144.65,2019-05-26,1,IT,7.0,Good performer,Germany,
2851,Carol,Walker,carol.walker@example.com,31,76664.3,2017-01-24,false,Engineering,2.6,n/a,  ,+39 320-9661983
1618,Heidi,Moore,heidi.moore@example.com,39,106527.21,2022/12/31,FALSE,IT,3.2,Remote worker,UK,  
425,Uma,Moore,uma.moore@example.com,24,121569.88,2021-08-02,no,Finance,8.1,On probation,France,
1463,Tina,Moore,tina.moore@example.com,49,$50000,2022-07-17,no,Operations,5.3,,,N/A
2114,Sam,Allen,sam.allen@example.com,31,147075.71,2018-03-31,TRUE,HR,8.1,,,  
529,  Laura  ,Martinez,laura.martinez@example.com,,101999.14,2015-01-21,yes,Finance,9.3,,Italy,
127,  Eve  ,King,eve.king@example.com,46,68001.39,2016-03-12,false,Engineering,9.5,  Top talent  ,Spain,+39 397-5525929
412,Wendy,Jackson,wendy.jackson@example.com,34,40795.98,2021-11-17,TRUE,HR,3.1,  Top talent  ,Spain,  
 , , , , , , , , , , , , 
550,Judy,Smith,,51,34914.37,2018-03-05,1,Marketing,1.5,  ,Italy,+39 355-6909866
2262,Ivan,Moore,ivan.moore@example.com,39,149376.71,2023-08-15,false,Engineering,9.9,Remote worker,Spain,  
90014,Short,Row
2531,Marco,Martinez,marco.martinez@example.com,55,60980.31,2018-06-10,TRUE,Engineering,1.5,  Top talent  ,Germany,N/A
1139,Carol,Jones,carol.jones@example.com,,127150.5,2022-04-24,FALSE,Operations,8.7,Good performer,USA,N/A
595,Victor,Thomas,victor.thomas@example.com,48,TBD,2019-12-16,Yes,Legal,3.3,Good performer,Germany,N/A
1545,Uma,Thomas,uma.thomas@example.com,45,88319.71,2024-07-01,no,HR,3.3,Senior engineer,  ,  
2300,Ivan,Wilson,ivan.wilson@example.com,36,102601.43,TBD,FALSE,Engineering,7.3,Good performer,Germany,
1561,Karl, Jackson ,karl.jackson@example.com,43,40964.93,2022-12-15,true,Engineering,9.6,  Needs improvement  ,Italy,N/A
510,  Karl  ,Wright,karl.wright@example.com,47,117082.57,2016-06-14,false,Operations,4.7,n/a,USA,+39 364-3519714
2142,Yara,Robinson,yara.robinson@example.com,36,148071.15,2018-01-28,false,Operations,6.7,  ,Germany,  
2681,Nina, Wilson ,nina.wilson@example.com,24,69902.19,2023-03-28,FALSE,IT,7.2,Remote worker,,+39 307-8603674
481,Yara,Brown,yara.brown@example.com,40,65901.36,2018-04-17,TRUE,HR,,,,+39 327-6114027
658,Luca,Robinson,luca.robinson@example.com,25,139557.86,2020-09-29,FALSE,Engineering,6.1,Good performer,Spain,N/A
915,Mike,Clark,,37,116442.59,2021-11-10,Yes,Engineering,3.4,n/a,Germany,  
 , , , , , , , , , , , , 
88,Dave,Taylor,dave.taylor@example.com,38,114484.54,2017-05-28,1,Finance,7.2,  Top talent  ,France,+39 315-3277144
1974,Laura,King,laura.king@example.com,47,119377.72,2020-10-12,no,Sales,9.5,,Spain,  
2551,Sara,Moore,sara.moore@example.com,49,81946.69,2020-08-08,1,HR,3.1,  ,Italy,
1001,  Zoe  ,Martinez,not-an-email,24,73383.85,2017-10-26,1,Marketing,8.2,  Needs improvement  ,Spain,N/A
2578,Marco,Jones,marco.jones@example.com,59,78165.58,2024-06-13,Yes,Sales,3.8,Senior engineer,Spain,+39 363-5390623
1051,Nina,Hall,nina.hall@example.com,24,33747.6,2022-01-28,no,Legal,4.4,  Needs improvement  ,Italy,N/A
2657,  Wendy  ,Lewis,wendy.lewis@example.com,46,80090.22,2024-09-21,No,Legal,2.6,Remote worker,Italy,  
2285,Rita, King ,rita.king@example.com,26,125771.32,2022-11-25,yes,HR,9.9,,,N/A
90000,Short,Row
2589,Tina,Allen,tina.allen@example.com,45,122052.58,2016-07-21,0,Legal,6.5,,Spain,+39 330-2503757
101,Oscar,Clark,oscar.clark@example.com,43,95552.79,2022-07-31,TRUE,IT,2.7,,Germany,
53,Xavier,Jones,xavier.jones@example.com,60,119420.66,2024-05-04,TRUE,HR,6.5,On probation,France,N/A
2528,Mike, King ,mike.king@example.com,61,135564.35,2020-04-15,TRUE,Finance,9.2,Remote worker,  ,+39 305-9182885
2181,Nina,Allen,nina.allen@example.com,41,61704.34,2016-12-07,1,Finance,2.8,On probation,Italy,  
800,Ivan,Miller,ivan.miller@example.com,64,65078.0,2017-11-19,Yes,Sales,9.2,,UK,N/A
2295,  Rita  ,Lewis,not-an-email,28,31162.08,2018-11-10,no,Marketing,9.4,Good performer,USA,N/A
1596,Mike,Martinez,mike.martinez@example.com,28,74042.29,2015-06-11,No,IT,6.8,Good performer,  ,N/A
1958,Wendy, Allen ,wendy.allen@example.com,34,134304.48,2023-07-12,0,Legal,5.4,n/a,Spain,+39 311-6956865
1948,Paolo, White ,paolo.white@example.com,24,99642.22,2019-08-29,No,Legal,5.5,  Top talent  ,  ,  
2357,  Oscar  ,Martin,oscar.martin@example.com,55,80069.11,2024-06-25,false,Sales,5.3,,France,
283,Xavier,Lewis,xavier.lewis@example.com,45,141777.58,2016-01-17,TRUE,Operations,4.3,Remote worker,USA,+39 397-8169304
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
1187,Nina,Martin,nina.martin@example.com,28,142373.68,2019-10-30,1,Operations,9.8,Senior engineer,Germany,
10,Sam,Clark,sam.clark@example.com,36,100612.81,2015-01-30,false,Engineering,3.1,Good performer,Spain,
2884,Carol, Allen ,carol.allen@example.com,61,39194.78,2020-03-20,false,IT,2.0,  ,Spain,+39 391-3662503
2955,Sara,King,sara.king@example.com,33,93628.27,2018-03-13,TRUE,HR,1.3,Senior engineer,France,+39 395-8134466
377,Sam, Brown ,sam.brown@example.com,42,48453.06,2015-11-29,No,IT,5.1,  ,Italy,  
1504,Mike,Anderson,mike.anderson@example.com,26,61034.96,2024-09-18,FALSE,Legal,6.1,Good performer,Italy,N/A
2830,Rita,King,rita.king@example.com,24,136501.07,2019-12-13,FALSE,IT,8.8,  ,,N/A
2513,Wendy, Hall ,wendy.hall@example.com,29,N/A,2015-02-28,FALSE,Engineering,7.7,n/a,USA,+39 331-7480854
2813,Pam,Smith,pam.smith@example.com,28,92677.12,2022-05-15,true,Operations,6.6,,France,  
1846,Grace,Davis,grace.davis@example.com,45,37046.09,2024-04-03,no,Finance,3.2,,Germany,  
1446,Nina,Clark,nina.clark@example.com,25,98127.07,2020-10-30,TRUE,Legal,,Good performer,USA,+39 381-9491800
1190,Rita,Walker,rita.walker@example.com,22,123567.69,2020-07-13,Yes,Engineering,5.0,n/a,,N/A
245,  Laura  ,King,laura.king@example.com,59,92512.28,2020-01-19,Yes,Sales,2.7,Good performer,UK,N/A
487,Mike, Martin ,mike.martin@example.com,55,66773.51,2022-02-07,no,HR,4.0,  Top talent  ,Italy,+39 365-8165093
2828,  Grace  ,Garcia,grace.garcia@example.com,23,44103.42,2017-07-18,No,Legal,7.3,Good performer,  ,
2905,Luca, Robinson ,luca.robinson@example.com,55,59716.04,2023-11-06,1,Finance,9.4,Senior engineer,,
2400,Mike,Taylor,mike.taylor@example.com,28,102602.63,2023-07-26,Yes,Operations,6.0,  ,Italy,  
2800,Pam, Martin ,pam.martin@example.com,32,51025.5,2024-07-25,FALSE,Finance,2.1,On probation,UK,
395,Mike,Garcia,mike.garcia@example.com,63,54616.03,2021-02-07,1,IT,7.3,Remote worker,France,+39 338-2413999
385,Zoe,Clark,zoe.clark@example.com,34,40331.23,2023-08-19,No,Sales,5.3,Good performer,USA,  
1730,Ivan,Clark,ivan.clark@example.com,24,122742.27,2020-05-28,0,Engineering,4.4,n/a,France,N/A
2308,Paolo,Wilson,paolo.wilson@example.com,64,109010.29,2017-02-09,TRUE,Marketing,5.1,Senior engineer,UK,N/A
986,  Judy  ,Robinson,judy.robinson@example.com,27,127771.91,2017-01-29,Yes,Sales,3.9,On probation,,  
1937,Pam,Martinez,,58,86307.47,2024-03-15,1,HR,4.5,Remote worker,Italy,+39 360-6232527
464,Ivan,Young,ivan.young@example.com,58,87393.93,2024-04-17,no,IT,3.6,Remote worker,Italy,
1071,Mike,Lewis,mike.lewis@example.com,37,55078.3,2017-09-18,1,Engineering,7.3,On probation,Spain,+39 396-8217588
2863,Grace,Hall,grace.hall@example.com,56,40516.75,2020-09-05,FALSE,Finance,8.7,n/a,Germany,
2507,Mike,Anderson,mike.anderson@example.com,35,103015.91,2019-01-30,no,Finance,9.1,  Top talent  ,France,+39 316-1986859
1649,  Nina  ,Allen,nina.allen@example.com,45,33977.56,2016-04-09,false,HR,4.7,  ,Italy,N/A
2665,Carol,Jones,,63,142625.4,2021-03-30,false,Engineering,1.3,,Germany,+39 337-4707091
1638,Oscar,Smith,,34,121163.06,2021-06-06,1,Legal,8.7,,Italy,  
2031,  Rita  ,Hall,rita.hall@example.com,28,88449.69,2023-01-25,Yes,IT,4.6,Senior engineer,  ,N/A
2562,Laura,Allen,laura.allen@example.com,28,131705.55,2017-08-18,No,Engineering,7.6,,Germany,+39 319-5978770
 , , , , , , , , , , , , 
2998,Pam,Walker,pam.walker@example.com,47,109022.22,2019-11-01,No,HR,1.2,  Needs improvement  ,  ,+39 321-5470969
553,Sara,Martin,,28,46633.19,2019-12-16,FALSE,Operations,5.2,Remote worker,  ,  
404,  Heidi  , Young ,heidi.young@example.com,59,,2024-01-19,0,Operations,4.6,Good performer,  ,  
1257,  Mike  , Walker ,mike.walker@example.com,62,"50,000",2021-07-14,yes,Sales,5.4,  Top talent  ,,N/A
782,Grace,Hall,grace.hall@example.com,55,74551.97,2020-01-11,Yes,Operations,8.2,  Top talent  ,Spain,N/A
,,,,,,,,,,,,
909,Frank, Martin ,not-an-email,,46747.99,2017-05-27,No,Engineering,5.6,n/a,UK,  
588,Karl, Brown ,karl.brown@example.com,44,64174.91,2016-04-30,TRUE,Finance,5.4,,UK,+39 336-5352496
2065,Rita, Martinez ,,42,35770.58,2022-06-19,false,Engineering,3.7,,  ,N/A
1436,Quinn, Garcia ,quinn.garcia@example.com,46,N/A,2022-10-26,1,HR,1.7,Remote worker,Italy,
1409,Laura,Moore,  laura@example.com ,,116410.85,2015-12-13,true,Marketing,8.7,Senior engineer,  ,N/A
968,Sara,Brown,sara.brown@example.com,27,76083.13,2019-12-24,no,Sales,6.5,Good performer,Germany,  
625,Dave,Garcia,dave.garcia@example.com,27,$50000,2023-03-21,false,Legal,8.2,Good performer,UK,  
1462,Oscar,Davis,not-an-email,30,94077.42,2017-05-28,TRUE,Marketing,9.7,,Spain,+39 313-4252262
1910,  Judy  ,Hall,judy.hall@example.com,58,106981.51,2017-01-02,no,Sales,2.0,Good performer,Italy,
1598,Victor,Anderson,victor.anderson@example.com,58,86826.64,2022-09-11,no,Sales,1.3,Good performer,UK,N/A
1430,  Paolo  ,Young,paolo.young@example.com,46,147864.28,2019-04-08,1,Marketing,1.2,n/a,UK,
158,Bob,Moore,bob.moore@example.com,55,79566.82,2019-03-06,No,Marketing,6.2,n/a,UK,+39 381-7616116
2476,Frank, Brown ,frank.brown@example.com,49,89032.71,2023-03-31,true,Legal,1.4,Good performer,,  
2667,Xavier,Jones,xavier.jones@example.com,,70764.64,2024-08-21,1,IT,9.9,  ,USA,  
 , , , , , , , , , , , , 
2398,Uma,Miller,uma.miller@example.com,58,90773.37,2022-04-25,no,Operations,5.7,  ,Italy,
2924,Uma,Anderson,uma.anderson@example.com,41,132720.9,2019-09-28,yes,Operations,2.3,  Needs improvement  ,,  
1604,Victor,Martin,victor.martin@example.com,54,103162.57,2022-06-30,FALSE,HR,8.4,  Needs improvement  ,France,+39 345-7913049
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
957,Eve,Clark,eve.clark@example.com,25,69701.8,2015-08-06,No,IT,9.3,Good performer,,N/A
795,Sara,Davis,sara.davis@example.com,,91534.13,2020-07-21,TRUE,HR,7.5,Remote worker,Italy,N/A
1324,Quinn,Hall,,63,42363.34,2020-10-10,no,IT,3.8,On probation,Spain,
90002,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
2424,Carol,Brown,carol.brown@example.com,46,149258.01,2024-02-04,No,Finance,7.9,On probation,USA,  
2707,  Oscar  ,Garcia,oscar.garcia@example.com,28,111131.27,n/a,false,Sales,,,France,  
1311,Wendy,Young,wendy.young@example.com,26,54861.49,2017-11-29,Yes,Operations,6.4,n/a,,
1124,  Laura  ,Harris,laura.harris@example.com,38,120563.84,31/12/2022,0,HR,5.3,Good performer,France,N/A
2383,Pam,Davis,pam.davis@example.com,27,41990.84,2019-12-29,false,Legal,5.6,Good performer,USA,  
1455,Heidi, Allen ,heidi.allen@example.com,26,128237.66,2022-05-24,TRUE,IT,2.2,On probation,Spain,N/A
2091,Nina,Martinez,nina.martinez@example.com,29,38122.53,2019-12-16,FALSE,HR,6.3,  Top talent  ,UK,+39 335-6297094
90116,Short,Row
,,,,,,,,,,,,
5,Bob,Scott,bob.scott@example.com,42,78139.77,2015-09-29,no,Operations,2.9,  Top talent  ,,
1306,  Judy  ,Scott,judy.scott@example.com,44,117234.76,2017-06-08,yes,HR,1.7,Remote worker,  ,+39 359-9966996
844,Sara,Thomas,sara.thomas@example.com,44,36246.25,2019-10-27,0,Sales,4.9,  Needs improvement  ,  ,  
1540,Victor,Robinson,victor.robinson@example.com,41,abc,2023-03-11,Yes,Operations,4.4,Senior engineer,France,  
613,  Marco  ,Thomas,marco.thomas@example.com,32,138686.97,2021-07-31,FALSE,Engineering,9.5,Remote worker,,+39 385-2031520
2250,Karl,Taylor,karl.taylor@example.com,38,122180.07,2021-03-17,0,HR,7.9,  Top talent  ,Italy,N/A
947,Dave,Clark,dave.clark@example.com,65,125668.16,2022-03-26,0,Sales,3.5,,,N/A
1741,Sam,Thomas,sam.thomas@example.com,59,55873.45,2017-03-29,yes,Engineering,5.2,On probation,,
2118,  Zoe  , White ,not-an-email,23,110850.0,2023-09-09,Yes,Engineering,5.5,Senior engineer,France,N/A
90142,Short,Row
2058,Eve,Hall,eve.hall@example.com,62,36548.46,2018-07-23,TRUE,Legal,1.7,Remote worker,  ,  
1725,  Paolo  ,Allen,paolo.allen@example.com,50,104167.5,2016-10-04,No,IT,1.1,  Needs improvement  ,Spain,  
1250,Nina,Scott,nina.scott@example.com,46,32875.92,2020-03-26,no,Finance,3.6,Remote worker,  ,  
1079,Alice, Walker ,alice.walker@example.com,,104722.64,2016-04-06,FALSE,HR,5.6,Remote worker,Italy,  
785,Pam,Brown,pam.brown@example.com,27,110330.06,2024-02-07,FALSE,Operations,8.7,  ,Spain,
2958,Judy,Martinez,judy.martinez@example.com,28,61233.29,2022-08-16,0,IT,5.4,,Spain,  
2692,Judy,Martinez,judy.martinez@example.com,53,39385.52,2018-06-15,false,Sales,4.1,,France,+39 333-2464190
212,Pam,Clark,pam.clark@example.com,63,31056.44,2022-07-02,FALSE,IT,3.2,,France,  
2785,  Judy  ,White,,,53553.46,2022-10-05,false,Operations,3.5,Senior engineer,Germany,
1032,Bob,Jones,bob.jones@example.com,39,98867.6,2024-07-20,no,Sales,1.6,  Needs improvement  ,UK,
2585,Yara, Young ,  yara@example.com ,62,35096.64,n/a,No,Marketing,5.9,Senior engineer,USA,
153,  Frank  ,Jackson,frank.jackson@example.com,30,119973.17,2024-10-17,TRUE,Marketing,7.9,Good performer,Spain,+39 354-5563077
380,  Frank  ,Martin,frank.martin@example.com,62,81122.05,2015-06-15,0,Operations,9.8,,UK,+39 363-9846268
1067,Carol,Lewis,carol.lewis@example.com,37,103170.55,2020-07-06,0,Marketing,3.5,On probation,Italy,+39 302-3800519
2037,Nina,Hall,,33,141933.3,2018-07-26,0,Legal,6.4,Remote worker,France,+39 340-8229060
2610,Marco,Taylor,marco.taylor@example.com,45,149123.26,2022-12-11,Yes,Marketing,4.0,  Top talent  ,France,N/A
419,Sara,Lewis,sara.lewis@example.com,30,106483.65,2017-11-15,FALSE,Legal,5.3,,  ,
1567,Xavier, Jones ,xavier.jones@example.com,41,89633.28,2019-07-16,yes,Operations,7.7,,Spain,+39 305-2786889
90083,Short,Row
2928,  Dave  ,Wilson,dave.wilson@example.com,43,108682.22,2017-11-30,yes,IT,9.3,Good performer,USA,
2685,Tina,Clark,tina.clark@example.com,52,,,false,Legal,4.0,  Needs improvement  ,USA,  
443,Yara,Walker,yara.walker@example.com,53,147972.3,2016-02-22,0,Sales,3.3,  Needs improvement  ,Spain,
426,Carol, Miller ,carol.miller@example.com,54,76573.9,2024-11-23,0,Operations,5.5,  Top talent  ,UK,  
2399,Quinn, Thomas ,quinn.thomas@example.com,34,abc,,true,Marketing,7.1,  ,Germany,+39 362-5234701
954,Pam,Wright,pam.wright@example.com,29,79610.35,2023-03-21,false,Sales,9.8,,Germany,
1230,Yara,Martin,yara.martin@example.com,62,37945.63,2021-10-23,No,IT,8.8,,  ,N/A
2666,  Eve  ,Garcia,eve.garcia@example.com,63,79567.78,2017-02-11,0,Engineering,8.5,n/a,UK,
453,Paolo,King,paolo.king@example.com,27,43112.89,not-a-date,FALSE,Sales,3.4,,,+39 389-6169066
822,  Eve  ,Jones,eve.jones@example.com,29,--,31/12/2022,no,Operations,6.6,  ,,
103,  Luca  ,Clark,luca.clark@example.com,39,TBD,2022-10-22,TRUE,Sales,2.0,,France,
2689,Rita,White,rita.white@example.com,34,64479.0,2017-08-17,FALSE,Engineering,2.7,  ,,N/A
2220,Carol,Allen,carol.allen@example.com,41,138135.3,2018-07-14,1,Finance,4.4,Remote worker,USA,N/A
560,Karl, Garcia ,karl.garcia@example.com,30,63400.82,2023-07-21,TRUE,Legal,1.6,  Top talent  ,,N/A
1272,  Xavier  ,Hall,xavier.hall@example.com,57,141746.43,2018-08-20,TRUE,HR,9.5,  ,,  
2432,Rita,Harris,,59,89620.45,2023-11-07,yes,Sales,2.8,  ,UK,
2550,Rita,Taylor,rita.taylor@example.com,26,96235.08,2018-09-15,No,Legal,1.8,Remote worker,Spain,
282,Bob,Hall,bob.hall@example.com,44,34406.53,2024-07-29,true,Finance,4.0,  Needs improvement  ,Italy,
2128,Paolo,Martin,paolo.martin@example.com,32,148346.08,2024-01-29,Yes,Engineering,7.2,,USA,
2994,Victor, Garcia ,victor.garcia@example.com,26,84672.4,2015-04-08,Yes,Legal,6.0,  Top talent  ,Germany,  
2269,Ivan, Martinez ,ivan.martinez@example.com,43,100849.15,2018-12-24,true,Marketing,8.3,,France,
1102,Eve,Clark,eve.clark@example.com,37,92684.59,2020-02-21,false,Engineering,1.8,Senior engineer,France,+39 316-8167490
1992,Xavier,King,xavier.king@example.com,44,75218.68,2022-09-19,no,HR,8.0,,UK,N/A
459,Victor, Young ,victor.young@example.com,28,118113.33,2018-04-18,1,HR,7.4,n/a,Italy,+39 316-9353796
2762,  Marco  ,Smith,marco.smith@example.com,49,144342.55,2023-02-12,1,Sales,9.7,  ,  ,  
2414,Luca,Martin,luca.martin@example.com,57,122955.97,2023-06-03,yes,IT,4.4,  Top talent  ,Spain,N/A
2556,Alice,Walker,alice.walker@example.com,56,97356.86,2015-09-13,TRUE,Engineering,6.6,,,  
1831,  Ivan  ,Brown,ivan.brown@example.com,23,144307.72,2018-06-26,0,Legal,4.7,  Needs improvement  ,,
2254,  Karl  ,Miller,karl.miller@example.com,52,141422.21,2020-01-03,0,IT,9.6,On probation,Spain,
1809,Karl,Miller,karl.miller@example.com,40,131140.53,2015-08-01,true,HR,8.5,Good performer,Spain,  
997,Ivan,Wright,ivan.wright@example.com,47,87417.16,2018-08-21,No,Finance,2.2,,France,
2590,Karl,Wilson,karl.wilson@example.com,40,94828.86,not-a-date,yes,Finance,6.2,Remote worker,UK,N/A
612,  Sara  ,Young,  sara@example.com ,31,114676.75,2016-12-25,yes,Marketing,4.8,  Needs improvement  ,Italy,N/A
1757,Frank,Jones,frank.jones@example.com,32,N/A,2015-07-18,true,HR,7.2,,France,
568,Sara,Moore,sara.moore@example.com,23,141749.58,2015-04-18,no,Legal,7.1,Good performer,  ,  
1944,  Nina  ,Lewis,nina.lewis@example.com,42,86374.27,2018-08-04,no,Operations,1.6,,  ,N/A
2514,Marco, Wright ,marco.wright@example.com,30,111842.23,2022-06-18,TRUE,Marketing,1.1,,Germany,
938,  Heidi  , Lewis ,heidi.lewis@example.com,28,48113.75,2016-04-06,0,IT,1.3,Senior engineer,France,+39 322-9675181
2862,Yara, Thomas ,yara.thomas@example.com,51,69419.32,2022-09-25,no,Marketing,5.6,,UK,+39 324-9241038
1356,  Tina  ,Anderson,tina.anderson@example.com,37,N/A,2024-11-29,Yes,HR,6.9,  ,Germany,N/A
382,  Dave  ,King,dave.king@example.com,64,85545.47,2023-10-26,yes,Legal,1.4,Remote worker,Germany,  
1127,Pam,Walker,not-an-email,25,78772.44,2022-07-14,true,Finance,,n/a,,
1972,Eve,Robinson,eve.robinson@example.com,32,145056.82,2022-11-20,Yes,Marketing,8.6,On probation,Germany,
1472,Tina,White,tina.white@example.com,47,34440.6,2023-01-19,no,Engineering,4.5,  ,Italy,+39 372-9162832
845,  Bob  ,Brown,bob.brown@example.com,37,66480.74,2021-03-21,true,IT,8.0,On probation,Germany,
1996,Marco,Wright,marco.wright@example.com,47,52251.58,2017-09-12,1,Finance,8.8,  Needs improvement  ,Spain,N/A
2325,Carol,Harris,carol.harris@example.com,40,88809.99,2017-11-10,1,Sales,7.5,,,
2205,Luca,Miller,luca.miller@example.com,57,121166.79,2018-05-11,1,Marketing,3.3,Good performer,UK,
2891,Ivan,Wright,ivan.wright@example.com,37,145916.67,2017-12-22,No,Engineering,7.6,n/a,USA,+39 373-3654683
2235,Heidi,Walker,heidi.walker@example.com,30,126418.18,2024-05-10,0,Legal,2.2,On probation,Germany,  
2140,Ivan,Thomas,ivan.thomas@example.com,34,121349.98,2017-08-14,false,Legal,7.8,  ,Spain,+39 301-8216688
